web-scraper-order,web-scraper-start-url,price,rooms,bathrooms,sizem2,zone
"1606144613-506","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=312","850€","1 Hab","1 Baño","50m2","Calle lleó, Ciutat Vella, Raval, Barcelona"
"1606145259-4108","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=72","1.400€","3 Hab","2 Baños","81m2","Eixample, Fort Pienc, Barcelona"
"1606145435-5083","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=7","940€","2 Hab","1 Baño","45m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145170-3608","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=105","1.000€","3 Hab","1 Baño","65m2","Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144651-713","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=298","1.700€","2 Hab","1 Baño","70m2","Eixample, Dreta Eixample, Barcelona"
"1606144522-24","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=344","3.100€","4 Hab","2 Baños","105m2","Eixample, Dreta Eixample, Barcelona"
"1606145153-3516","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=111","2.600€","7 Hab","2 Baños","153m2","Eixample, Dreta Eixample, Barcelona"
"1606145394-4859","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=22","1.500€","4 Hab","2 Baños","110m2","Horta-Guinardó, Baix Guinardó, Barcelona"
"1606145151-3508","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=112","850€","1 Hab","1 Baño","30m2","Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145448-5146","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=2","690€","1 Hab","1 Baño","35m2","Ciutat Vella, Barceloneta, Barcelona"
"1606145216-3867","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=88","2.000€","3 Hab","2 Baños","100m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606145259-4102","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=72","875€","2 Hab","1 Baño","52m2","Sarrià / Sant Gervasi, Les Tres Torres, Barcelona"
"1606144664-795","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=293","4.091€","2 Hab","1 Baño","86m2","Eixample, Dreta Eixample, Barcelona"
"1606145145-3473","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=114","1.400€","2 Hab","1 Baño","55m2","Ciutat Vella, Gòtic, Barcelona"
"1606145078-3095","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=139","990€","2 Hab","2 Baños","92m2","Calle Blai, Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144820-1655","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=235","750€","2 Hab","1 Baño","38m2","Sant Martí, La Verneda i la Pau, Barcelona"
"1606144736-1194","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=266","1.750€","3 Hab","2 Baños","90m2","Les Corts, Barcelona"
"1606145022-2778","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=160","800€","2 Hab","1 Baño","65m2","Carrer de l'Àliga, Sants / Monjuïc, Hostafrancs, Barcelona"
"1606145137-3435","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=117","1.700€","3 Hab","2 Baños","173m2","Ciutat Vella, Gòtic, Barcelona"
"1606145151-3498","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=112","1.650€","2 Hab","2 Baños","86m2","Ciutat Vella, Gòtic, Barcelona"
"1606144560-237","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=330","970€","2 Hab","1 Baño","67m2","Numancia 61, Les Corts, Barcelona"
"1606144787-1483","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=247","1.100€","2 Hab","1 Baño","65m2","Calle carretes, Ciutat Vella, Raval, Barcelona"
"1606145286-4249","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=62","1.100€","1 Hab","1 Baño","68m2","Eixample, Sagrada Família, Barcelona"
"1606145353-4633","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=37","795€","1 Hab","1 Baño","40m2","Sants / Monjuïc, Hostafrancs, Barcelona"
"1606145070-3052","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=142","991€","3 Hab","2 Baños","103m2","Gran Via de les Corts Catalanes 967, Sant Martí, Sant Martí de Provençals, Barcelona"
"1606145203-3788","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=93","2.000€","3 Hab","2 Baños","125m2","Les Corts, Barcelona"
"1606144847-1806","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=225","1.200€","3 Hab","1 Baño","80m2","Carrer del Guadiana, Sants / Monjuïc, Sants-Badal, Barcelona"
"1606145415-4980","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=14","1.200€","3 Hab","1 Baño","90m2","Avenida Diagonal, Eixample, Fort Pienc, Barcelona"
"1606145262-4113","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=71","1.250€","4 Hab","2 Baños","115m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144784-1458","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=248","925€","3 Hab","1 Baño","65m2","Arai, Ciutat Vella, Gòtic, Barcelona"
"1606145372-4731","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=30","700€","1 Hab","1 Baño","55m2","Calle nou de la rambla, Ciutat Vella, Raval, Barcelona"
"1606144760-1329","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=257","850€","1 Hab","1 Baño","35m2","Sarrià / Sant Gervasi, Les Tres Torres, Barcelona"
"1606145377-4756","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=28","1.800€","2 Hab","1 Baño","70m2","Carrer del Consell de cent, Eixample, Dreta Eixample, Barcelona"
"1606145115-3311","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=125","3.700€","2 Hab","2 Baños","72m2","Ciutat Vella, El Raval, Raval, Barcelona"
"1606144930-2272","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=194","4.200€","2 Hab","2 Baños","90m2","Ciutat Vella, Sant Pere, Sta. Caterina i la Ribera, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145208-3814","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=91","980€","4 Hab","2 Baños","80m2","Sant Martí, El Camp de l'Arpa del Clot, Barcelona"
"1606144664-782","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=293","1.750€","3 Hab","1 Baño","120m2","Sarrià / Sant Gervasi, Les Tres Torres, Barcelona"
"1606145143-3458","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=115","6.700€","2 Hab","2 Baños","80m2","Eixample, Dreta Eixample, Barcelona"
"1606144997-2646","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=169","850€","3 Hab","1 Baño","65m2","Eixample, Nova Esquerra Eixample, Barcelona"
"1606145159-3552","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=109","890€","3 Hab","1 Baño","83m2","Carrer de Vallhonrat 3, Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144563-255","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=329","650€","2 Hab","1 Baño","39m2","Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144970-2501","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=179","1.500€","2 Hab","1 Baño","80m2","Calle pau claris, Eixample, Dreta Eixample, Barcelona"
"1606145008-2703","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=165","1.400€","2 Hab","2 Baños","85m2","Calle Casanova, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145132-3403","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=119","950€","3 Hab","1 Baño","58m2","diagonal, Sant Martí, Provençals del Poblenou, Barcelona"
"1606144586-350","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=322","1.500€","4 Hab","2 Baños","115m2","Calle calvet, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145310-4382","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=53","1.350€","2 Hab","1 Baño","78m2","Eixample, Dreta Eixample, Barcelona"
"1606144573-313","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=325","1.000€","2 Hab","2 Baños","91m2","Calle Avinguda Diagonal, Eixample, Fort Pienc, Barcelona"
"1606145140-3436","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=116","5.800€","4 Hab","3 Baños","252m2","Eixample, Dreta Eixample, Barcelona"
"1606145156-3538","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=110","1.900€","3 Hab","2 Baños","181m2","Les Corts, Barcelona"
"1606144879-1990","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=213","2.200€","3 Hab","3 Baños","133m2","Balmes 141, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144640-659","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=302","750€","1 Hab","1 Baño","40m2","Sant Pere Més Baix, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144858-1863","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=221","1.650€","2 Hab","1 Baño","75m2","Sant Martí, Diagonal Mar i Front Marítim del Poblenou, Barcelona"
"1606145032-2838","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=156","2.500€","3 Hab","2 Baños","197m2","Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606145405-4906","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=18","2.400€","3 Hab","2 Baños","115m2","Eixample, Dreta Eixample, Barcelona"
"1606144893-2065","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=208","1.500€","2 Hab","2 Baños","75m2","Diagonal, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145145-3476","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=114","2.600€","5 Hab","3 Baños","133m2","Eixample, Sant Antoni, Barcelona"
"1606144768-1377","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=254","720€","3 Hab","1 Baño","55m2","Horta-Guinardó, Carmel, Barcelona"
"1606145329-4493","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=46","790€","1 Hab","2 Baños","36m2","Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144860-1885","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=220","1.150€","1 Hab","1 Baño","45m2","sor eulalia, Les Corts, Pedralbes, Barcelona"
"1606144976-2521","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=177","790€","1 Hab","1 Baño","47m2","Eixample, Fort Pienc, Barcelona"
